"Year","Month","Day","Date","RF"
1993,10,31,"10/31/1993","90.1"
1993,11,1,"11/1/1993","90"
1993,11,2,"11/2/1993","91.8"
1993,11,3,"11/3/1993","92.4"
1993,11,4,"11/4/1993","94.1"
1993,11,5,"11/5/1993","94.8"
1993,11,6,"11/6/1993","94.9"
1993,11,7,"11/7/1993","93.5"
1993,11,8,"11/8/1993","90.2"
1993,11,9,"11/9/1993","88.7"
1993,11,10,"11/10/1993","88.2"
1993,11,11,"11/11/1993","87"
1993,11,12,"11/12/1993","88.9"
1993,11,13,"11/13/1993","92.2"
1993,11,14,"11/14/1993","92.3"
1993,11,15,"11/15/1993","99.9"
1993,11,16,"11/16/1993","98.2"
1993,11,17,"11/17/1993","97.7"
1993,11,18,"11/18/1993","100.2"
1993,11,19,"11/19/1993","98.7"
1993,11,20,"11/20/1993","98"
1993,11,21,"11/21/1993","94.8"
1993,11,22,"11/22/1993","96.8"
1993,11,23,"11/23/1993","97.9"
1993,11,24,"11/24/1993","97.5"
1993,11,25,"11/25/1993","94.7"
1993,11,26,"11/26/1993","90.8"
1993,11,27,"11/27/1993","87.3"
1993,11,28,"11/28/1993","90.7"
1993,11,29,"11/29/1993","91.2"
1993,11,30,"11/30/1993","100.8"
1993,12,1,"12/1/1993","105.6"
1993,12,2,"12/2/1993","101.3"
1993,12,3,"12/3/1993","102.6"
1993,12,4,"12/4/1993","101.6"
1993,12,5,"12/5/1993","98.3"
1993,12,6,"12/6/1993","99.9"
1993,12,7,"12/7/1993","103.8"
1993,12,8,"12/8/1993","101.9"
1993,12,9,"12/9/1993","95.4"
1993,12,10,"12/10/1993","93.2"
1993,12,11,"12/11/1993","89.7"
1993,12,12,"12/12/1993","88.1"
1993,12,13,"12/13/1993","85.1"
1993,12,14,"12/14/1993","85.1"
1993,12,15,"12/15/1993","82.8"
1993,12,16,"12/16/1993","81.9"
1993,12,17,"12/17/1993","81.1"
1993,12,18,"12/18/1993","82.4"
1993,12,19,"12/19/1993","84.2"
1993,12,20,"12/20/1993","88.1"
1993,12,21,"12/21/1993","89.9"
1993,12,22,"12/22/1993","96.6"
1993,12,23,"12/23/1993","101.6"
1993,12,24,"12/24/1993","107.5"
1993,12,25,"12/25/1993","115.2"
1993,12,26,"12/26/1993","120.5"
1993,12,27,"12/27/1993","135.8"
1993,12,28,"12/28/1993","129.2"
1993,12,29,"12/29/1993","124.4"
1993,12,30,"12/30/1993","138"
1993,12,31,"12/31/1993","136.2"
1994,1,1,"1/1/1994","143.4"
1994,1,2,"1/2/1994","141.4"
1994,1,3,"1/3/1994","128.7"
1994,1,4,"1/4/1994","124.6"
1994,1,5,"1/5/1994","132.4"
1994,1,6,"1/6/1994","127.7"
1994,1,7,"1/7/1994","122.1"
1994,1,8,"1/8/1994","118.9"
1994,1,9,"1/9/1994","113.1"
1994,1,10,"1/10/1994","106.5"
1994,1,11,"1/11/1994","97.8"
1994,1,12,"1/12/1994","94.6"
1994,1,13,"1/13/1994","91.9"
1994,1,14,"1/14/1994","87.3"
1994,1,15,"1/15/1994","92.6"
1994,1,16,"1/16/1994","97"
1994,1,17,"1/17/1994","102"
1994,1,18,"1/18/1994","97.5"
1994,1,19,"1/19/1994","99.5"
1994,1,20,"1/20/1994","101.6"
1994,1,21,"1/21/1994","107.3"
1994,1,22,"1/22/1994","109.5"
1994,1,23,"1/23/1994","114.6"
1994,1,24,"1/24/1994","125.1"
1994,1,25,"1/25/1994","128.1"
1994,1,26,"1/26/1994","123.9"
1994,1,27,"1/27/1994","116.8"
1994,1,28,"1/28/1994","115.7"
1994,1,29,"1/29/1994","98.9"
1994,1,30,"1/30/1994","96.1"
1994,1,31,"1/31/1994","94.7"
1994,2,1,"2/1/1994","91.7"
1994,2,2,"2/2/1994","93.5"
1994,2,3,"2/3/1994","95.1"
1994,2,4,"2/4/1994","92.7"
1994,2,5,"2/5/1994","90.6"
1994,2,6,"2/6/1994","92.2"
1994,2,7,"2/7/1994","93.3"
1994,2,8,"2/8/1994","92.6"
1994,2,9,"2/9/1994","98.3"
1994,2,10,"2/10/1994","91.8"
1994,2,11,"2/11/1994","90.7"
1994,2,12,"2/12/1994","95.1"
1994,2,13,"2/13/1994","95.4"
1994,2,14,"2/14/1994","98.9"
1994,2,15,"2/15/1994","101.3"
1994,2,16,"2/16/1994","102.3"
1994,2,17,"2/17/1994","103.9"
1994,2,18,"2/18/1994","103.9"
1994,2,19,"2/19/1994","105.6"
1994,2,20,"2/20/1994","105.2"
1994,2,21,"2/21/1994","103.1"
1994,2,22,"2/22/1994","104.4"
1994,2,23,"2/23/1994","105.1"
1994,2,24,"2/24/1994","102.9"
1994,2,25,"2/25/1994","94.8"
1994,2,26,"2/26/1994","92.6"
1994,2,27,"2/27/1994","93"
1994,2,28,"2/28/1994","90.8"
1994,3,1,"3/1/1994","92.4"
1994,3,2,"3/2/1994","96.3"
1994,3,3,"3/3/1994","99.2"
1994,3,4,"3/4/1994","96.3"
1994,3,5,"3/5/1994","94.2"
1994,3,6,"3/6/1994","94.1"
1994,3,7,"3/7/1994","90"
1994,3,8,"3/8/1994","89.9"
1994,3,9,"3/9/1994","88.7"
1994,3,10,"3/10/1994","86.8"
1994,3,11,"3/11/1994","87"
1994,3,12,"3/12/1994","91.7"
1994,3,13,"3/13/1994","89.1"
1994,3,14,"3/14/1994","86.2"
1994,3,15,"3/15/1994","86.5"
1994,3,16,"3/16/1994","85.3"
1994,3,17,"3/17/1994","84.3"
1994,3,18,"3/18/1994","85.9"
1994,3,19,"3/19/1994","88.3"
1994,3,20,"3/20/1994","87.9"
1994,3,21,"3/21/1994","90"
1994,3,22,"3/22/1994","90.5"
1994,3,23,"3/23/1994","91.2"
1994,3,24,"3/24/1994","92.1"
1994,3,25,"3/25/1994","90.4"
1994,3,26,"3/26/1994","88.1"
1994,3,27,"3/27/1994","88"
1994,3,28,"3/28/1994","87.3"
1994,3,29,"3/29/1994","85.8"
1994,3,30,"3/30/1994","86.1"
1994,3,31,"3/31/1994","84.9"
1994,4,1,"4/1/1994","82.4"
1994,4,2,"4/2/1994","79.3"
1994,4,3,"4/3/1994","77.4"
1994,4,4,"4/4/1994","77.2"
1994,4,5,"4/5/1994","77.2"
1994,4,6,"4/6/1994","73.3"
1994,4,7,"4/7/1994","73"
1994,4,8,"4/8/1994","72.9"
1994,4,9,"4/9/1994","72.9"
1994,4,10,"4/10/1994","75.7"
1994,4,11,"4/11/1994","74.6"
1994,4,12,"4/12/1994","74.2"
1994,4,13,"4/13/1994","74.3"
1994,4,14,"4/14/1994","79.9"
1994,4,15,"4/15/1994","80.6"
1994,4,16,"4/16/1994","82.3"
1994,4,17,"4/17/1994","82.5"
1994,4,18,"4/18/1994","84.9"
1994,4,19,"4/19/1994","86.2"
1994,4,20,"4/20/1994","87"
1994,4,21,"4/21/1994","87.6"
1994,4,22,"4/22/1994","86.3"
1994,4,23,"4/23/1994","86.1"
1994,4,24,"4/24/1994","84.3"
1994,4,25,"4/25/1994","83.8"
1994,4,26,"4/26/1994","82"
1994,4,27,"4/27/1994","79"
1994,4,28,"4/28/1994","78.4"
1994,4,29,"4/29/1994","78.9"
1994,4,30,"4/30/1994","76"
1994,5,1,"5/1/1994","76.3"
1994,5,2,"5/2/1994","77.1"
1994,5,3,"5/3/1994","75.6"
1994,5,4,"5/4/1994","74.4"
1994,5,5,"5/5/1994","74.4"
1994,5,6,"5/6/1994","75.3"
1994,5,7,"5/7/1994","75.2"
1994,5,8,"5/8/1994","75.8"
1994,5,9,"5/9/1994","78.8"
1994,5,10,"5/10/1994","81.4"
1994,5,11,"5/11/1994","83.6"
1994,5,12,"5/12/1994","89.2"
1994,5,13,"5/13/1994","91.4"
1994,5,14,"5/14/1994","92.1"
1994,5,15,"5/15/1994","93.4"
1994,5,16,"5/16/1994","93.3"
1994,5,17,"5/17/1994","97.2"
1994,5,18,"5/18/1994","95.8"
1994,5,19,"5/19/1994","92.7"
1994,5,20,"5/20/1994","91.9"
1994,5,21,"5/21/1994","89.8"
1994,5,22,"5/22/1994","86.7"
1994,5,23,"5/23/1994","83.6"
1994,5,24,"5/24/1994","79.9"
1994,5,25,"5/25/1994","76.1"
1994,5,26,"5/26/1994","73.4"
1994,5,27,"5/27/1994","72.1"
1994,5,28,"5/28/1994","71.4"
1994,5,29,"5/29/1994","71.4"
1994,5,30,"5/30/1994","71.3"
1994,5,31,"5/31/1994","71.1"
1994,6,1,"6/1/1994","69.6"
1994,6,2,"6/2/1994","69.9"
1994,6,3,"6/3/1994","70.3"
1994,6,4,"6/4/1994","69.5"
1994,6,5,"6/5/1994","70.3"
1994,6,6,"6/6/1994","72.7"
1994,6,7,"6/7/1994","79.4"
1994,6,8,"6/8/1994","82.9"
1994,6,9,"6/9/1994","85.5"
1994,6,10,"6/10/1994","88"
1994,6,11,"6/11/1994","89.1"
1994,6,12,"6/12/1994","89"
1994,6,13,"6/13/1994","87.7"
1994,6,14,"6/14/1994","88"
1994,6,15,"6/15/1994","91"
1994,6,16,"6/16/1994","90.8"
1994,6,17,"6/17/1994","86.6"
1994,6,18,"6/18/1994","80.9"
1994,6,19,"6/19/1994","79.8"
1994,6,20,"6/20/1994","78.9"
1994,6,21,"6/21/1994","76.8"
1994,6,22,"6/22/1994","74.6"
1994,6,23,"6/23/1994","75.5"
1994,6,24,"6/24/1994","75.2"
1994,6,25,"6/25/1994","75.5"
1994,6,26,"6/26/1994","76.3"
1994,6,27,"6/27/1994","75.4"
1994,6,28,"6/28/1994","76.4"
1994,6,29,"6/29/1994","81.4"
1994,6,30,"6/30/1994","85.4"
1994,7,1,"7/1/1994","89.7"
1994,7,2,"7/2/1994","85.6"
1994,7,3,"7/3/1994","89.3"
1994,7,4,"7/4/1994","87.4"
1994,7,5,"7/5/1994","86.2"
1994,7,6,"7/6/1994","87.1"
1994,7,7,"7/7/1994","91.1"
1994,7,8,"7/8/1994","88.7"
1994,7,9,"7/9/1994","88.8"
1994,7,10,"7/10/1994","88.9"
1994,7,11,"7/11/1994","88.5"
1994,7,12,"7/12/1994","85.7"
1994,7,13,"7/13/1994","84.1"
1994,7,14,"7/14/1994","84.6"
1994,7,15,"7/15/1994","85.7"
1994,7,16,"7/16/1994","85.1"
1994,7,17,"7/17/1994","83"
1994,7,18,"7/18/1994","82.7"
1994,7,19,"7/19/1994","80.1"
1994,7,20,"7/20/1994","79.4"
1994,7,21,"7/21/1994","79.8"
1994,7,22,"7/22/1994","80.1"
1994,7,23,"7/23/1994","78.2"
1994,7,24,"7/24/1994","77.7"
1994,7,25,"7/25/1994","77.8"
1994,7,26,"7/26/1994","76.3"
1994,7,27,"7/27/1994","76.6"
1994,7,28,"7/28/1994","77.1"
1994,7,29,"7/29/1994","78"
1994,7,30,"7/30/1994","77.6"
1994,7,31,"7/31/1994","76.8"
1994,8,1,"8/1/1994","76.2"
1994,8,2,"8/2/1994","77.2"
1994,8,3,"8/3/1994","78.7"
1994,8,4,"8/4/1994","77.4"
1994,8,5,"8/5/1994","77.8"
1994,8,6,"8/6/1994","77.5"
1994,8,7,"8/7/1994","77.9"
1994,8,8,"8/8/1994","75.9"
1994,8,9,"8/9/1994","77.4"
1994,8,10,"8/10/1994","79.7"
1994,8,11,"8/11/1994","78.7"
1994,8,12,"8/12/1994","82.9"
1994,8,13,"8/13/1994","86.7"
1994,8,14,"8/14/1994","91.2"
1994,8,15,"8/15/1994","83.5"
1994,8,16,"8/16/1994","78.8"
1994,8,17,"8/17/1994","79.5"
1994,8,18,"8/18/1994","79.3"
1994,8,19,"8/19/1994","77.1"
1994,8,20,"8/20/1994","74"
1994,8,21,"8/21/1994","72.7"
1994,8,22,"8/22/1994","72.2"
1994,8,23,"8/23/1994","73.5"
1994,8,24,"8/24/1994","73.5"
1994,8,25,"8/25/1994","72.5"
1994,8,26,"8/26/1994","73.7"
1994,8,27,"8/27/1994","72.5"
1994,8,28,"8/28/1994","72.5"
1994,8,29,"8/29/1994","79.1"
1994,8,30,"8/30/1994","84.7"
1994,8,31,"8/31/1994","83.8"
1994,9,1,"9/1/1994","87.3"
1994,9,2,"9/2/1994","94.9"
1994,9,3,"9/3/1994","98.2"
1994,9,4,"9/4/1994","95.8"
1994,9,5,"9/5/1994","95.1"
1994,9,6,"9/6/1994","95"
1994,9,7,"9/7/1994","92.1"
1994,9,8,"9/8/1994","89.6"
1994,9,9,"9/9/1994","87.3"
1994,9,10,"9/10/1994","82.8"
1994,9,11,"9/11/1994","82"
1994,9,12,"9/12/1994","78.2"
1994,9,13,"9/13/1994","76.5"
1994,9,14,"9/14/1994","74.8"
1994,9,15,"9/15/1994","72.3"
1994,9,16,"9/16/1994","71.6"
1994,9,17,"9/17/1994","71"
1994,9,18,"9/18/1994","72.5"
1994,9,19,"9/19/1994","70.8"
1994,9,20,"9/20/1994","70.3"
1994,9,21,"9/21/1994","70.4"
1994,9,22,"9/22/1994","71.2"
1994,9,23,"9/23/1994","71.8"
1994,9,24,"9/24/1994","73.3"
1994,9,25,"9/25/1994","76.6"
1994,9,26,"9/26/1994","77.4"
1994,9,27,"9/27/1994","75"
1994,9,28,"9/28/1994","74.2"
1994,9,29,"9/29/1994","74.7"
1994,9,30,"9/30/1994","74.7"
1994,10,1,"10/1/1994","74.7"
1994,10,2,"10/2/1994","74.6"
1994,10,3,"10/3/1994","74.3"
1994,10,4,"10/4/1994","74.7"
1994,10,5,"10/5/1994","79.4"
1994,10,6,"10/6/1994","84.2"
1994,10,7,"10/7/1994","83.7"
1994,10,8,"10/8/1994","86"
1994,10,9,"10/9/1994","86.9"
1994,10,10,"10/10/1994","86.6"
1994,10,11,"10/11/1994","87.2"
1994,10,12,"10/12/1994","87.7"
1994,10,13,"10/13/1994","92.7"
1994,10,14,"10/14/1994","92.1"
1994,10,15,"10/15/1994","92.2"
1994,10,16,"10/16/1994","90.9"
1994,10,17,"10/17/1994","91"
1994,10,18,"10/18/1994","89.8"
1994,10,19,"10/19/1994","89.9"
1994,10,20,"10/20/1994","89.3"
1994,10,21,"10/21/1994","87"
1994,10,22,"10/22/1994","84.7"
1994,10,23,"10/23/1994","83.3"
1994,10,24,"10/24/1994","81.3"
1994,10,25,"10/25/1994","88.5"
1994,10,26,"10/26/1994","91.5"
1994,10,27,"10/27/1994","91.9"
1994,10,28,"10/28/1994","96.1"
1994,10,29,"10/29/1994","96.9"
1994,10,30,"10/30/1994","96.4"
1994,10,31,"10/31/1994","95.2"
1994,11,1,"11/1/1994","90.9"
1994,11,2,"11/2/1994","90"
1994,11,3,"11/3/1994","85.9"
1994,11,4,"11/4/1994","82.6"
1994,11,5,"11/5/1994","82"
1994,11,6,"11/6/1994","79.7"
1994,11,7,"11/7/1994","80.4"
1994,11,8,"11/8/1994","78.6"
1994,11,9,"11/9/1994","77.4"
1994,11,10,"11/10/1994","78.5"
1994,11,11,"11/11/1994","77.5"
1994,11,12,"11/12/1994","78.5"
1994,11,13,"11/13/1994","79.5"
1994,11,14,"11/14/1994","77"
1994,11,15,"11/15/1994","77.2"
1994,11,16,"11/16/1994","77.2"
1994,11,17,"11/17/1994","77.3"
1994,11,18,"11/18/1994","78.1"
1994,11,19,"11/19/1994","76.6"
1994,11,20,"11/20/1994","76.9"
1994,11,21,"11/21/1994","76"
1994,11,22,"11/22/1994","74.5"
1994,11,23,"11/23/1994","75.6"
1994,11,24,"11/24/1994","76.6"
1994,11,25,"11/25/1994","79.4"
1994,11,26,"11/26/1994","81"
1994,11,27,"11/27/1994","78.3"
1994,11,28,"11/28/1994","77.6"
1994,11,29,"11/29/1994","77.4"
1994,11,30,"11/30/1994","76.1"
1994,12,1,"12/1/1994","76.9"
1994,12,2,"12/2/1994","76.8"
1994,12,3,"12/3/1994","79.5"
1994,12,4,"12/4/1994","79.5"
1994,12,5,"12/5/1994","78.4"
1994,12,6,"12/6/1994","76.2"
1994,12,7,"12/7/1994","77.7"
1994,12,8,"12/8/1994","78.8"
1994,12,9,"12/9/1994","84"
1994,12,10,"12/10/1994","83.8"
1994,12,11,"12/11/1994","92.3"
1994,12,12,"12/12/1994","96.4"
1994,12,13,"12/13/1994","93.8"
1994,12,14,"12/14/1994","91.7"
1994,12,15,"12/15/1994","90.3"
1994,12,16,"12/16/1994","90.1"
1994,12,17,"12/17/1994","88.9"
1994,12,18,"12/18/1994","84.6"
1994,12,19,"12/19/1994","82.3"
1994,12,20,"12/20/1994","79.8"
1994,12,21,"12/21/1994","79.6"
1994,12,22,"12/22/1994","79.5"
1994,12,23,"12/23/1994","77.2"
1994,12,24,"12/24/1994","77"
1994,12,25,"12/25/1994","78"
1994,12,26,"12/26/1994","77.2"
1994,12,27,"12/27/1994","73.4"
1994,12,28,"12/28/1994","76.3"
1994,12,29,"12/29/1994","77"
1994,12,30,"12/30/1994","74"
1994,12,31,"12/31/1994","74.8"
1995,1,1,"1/1/1995","72.9"
1995,1,2,"1/2/1995","74.8"
1995,1,3,"1/3/1995","74.3"
1995,1,4,"1/4/1995","74.4"
1995,1,5,"1/5/1995","73.8"
1995,1,6,"1/6/1995","72"
1995,1,7,"1/7/1995","72.2"
1995,1,8,"1/8/1995","71.3"
1995,1,9,"1/9/1995","71.4"
1995,1,10,"1/10/1995","70.9"
1995,1,11,"1/11/1995","72.8"
1995,1,12,"1/12/1995","73.7"
1995,1,13,"1/13/1995","72.5"
1995,1,14,"1/14/1995","74.7"
1995,1,15,"1/15/1995","78"
1995,1,16,"1/16/1995","80.1"
1995,1,17,"1/17/1995","80.8"
1995,1,18,"1/18/1995","83.9"
1995,1,19,"1/19/1995","87.3"
1995,1,20,"1/20/1995","89.6"
1995,1,21,"1/21/1995","93.4"
1995,1,22,"1/22/1995","92.5"
1995,1,23,"1/23/1995","93"
1995,1,24,"1/24/1995","94.1"
1995,1,25,"1/25/1995","86.8"
1995,1,26,"1/26/1995","83.1"
1995,1,27,"1/27/1995","85.8"
1995,1,28,"1/28/1995","80.2"
1995,1,29,"1/29/1995","82.1"
1995,1,30,"1/30/1995","83.9"
1995,1,31,"1/31/1995","84.2"
1995,2,1,"2/1/1995","84.6"
1995,2,2,"2/2/1995","83.5"
1995,2,3,"2/3/1995","80.4"
1995,2,4,"2/4/1995","83.6"
1995,2,5,"2/5/1995","78.8"
1995,2,6,"2/6/1995","82"
1995,2,7,"2/7/1995","81.5"
1995,2,8,"2/8/1995","83.2"
1995,2,9,"2/9/1995","81.5"
1995,2,10,"2/10/1995","79.3"
1995,2,11,"2/11/1995","79"
1995,2,12,"2/12/1995","79.1"
1995,2,13,"2/13/1995","83.5"
1995,2,14,"2/14/1995","80.4"
1995,2,15,"2/15/1995","82.9"
1995,2,16,"2/16/1995","83.5"
1995,2,17,"2/17/1995","86.9"
1995,2,18,"2/18/1995","86.7"
1995,2,19,"2/19/1995","92.4"
1995,2,20,"2/20/1995","88.8"
1995,2,21,"2/21/1995","87.1"
1995,2,22,"2/22/1995","83.4"
1995,2,23,"2/23/1995","82.9"
1995,2,24,"2/24/1995","81.7"
1995,2,25,"2/25/1995","81.6"
1995,2,26,"2/26/1995","84.5"
1995,2,27,"2/27/1995","85.9"
1995,2,28,"2/28/1995","89.1"
1995,3,1,"3/1/1995","88.3"
1995,3,2,"3/2/1995","88.7"
1995,3,3,"3/3/1995","89.4"
1995,3,4,"3/4/1995","87.6"
1995,3,5,"3/5/1995","82.9"
1995,3,6,"3/6/1995","82.2"
1995,3,7,"3/7/1995","82.7"
1995,3,8,"3/8/1995","79.6"
1995,3,9,"3/9/1995","75.8"
1995,3,10,"3/10/1995","78.1"
1995,3,11,"3/11/1995","75.1"
1995,3,12,"3/12/1995","75.3"
1995,3,13,"3/13/1995","76.6"
1995,3,14,"3/14/1995","78.1"
1995,3,15,"3/15/1995","80.2"
1995,3,16,"3/16/1995","83.3"
1995,3,17,"3/17/1995","82.5"
1995,3,18,"3/18/1995","90.9"
1995,3,19,"3/19/1995","83.4"
1995,3,20,"3/20/1995","88.3"
1995,3,21,"3/21/1995","89.3"
1995,3,22,"3/22/1995","92.9"
1995,3,23,"3/23/1995","93.6"
1995,3,24,"3/24/1995","94.4"
1995,3,25,"3/25/1995","91.8"
1995,3,26,"3/26/1995","89.9"
1995,3,27,"3/27/1995","88.6"
1995,3,28,"3/28/1995","83.4"
1995,3,29,"3/29/1995","80.7"
1995,3,30,"3/30/1995","79.5"
1995,3,31,"3/31/1995","76.7"
1995,4,1,"4/1/1995","75.3"
1995,4,2,"4/2/1995","76.2"
1995,4,3,"4/3/1995","75.2"
1995,4,4,"4/4/1995","73.1"
1995,4,5,"4/5/1995","72.2"
1995,4,6,"4/6/1995","71.9"
1995,4,7,"4/7/1995","70.7"
1995,4,8,"4/8/1995","72"
1995,4,9,"4/9/1995","72.9"
1995,4,10,"4/10/1995","74.8"
1995,4,11,"4/11/1995","78"
1995,4,12,"4/12/1995","82.3"
1995,4,13,"4/13/1995","83.3"
1995,4,14,"4/14/1995","88.9"
1995,4,15,"4/15/1995","92"
1995,4,16,"4/16/1995","89.7"
1995,4,17,"4/17/1995","89.6"
1995,4,18,"4/18/1995","90.7"
1995,4,19,"4/19/1995","92.6"
1995,4,20,"4/20/1995","87.2"
1995,4,21,"4/21/1995","85.5"
1995,4,22,"4/22/1995","84.8"
1995,4,23,"4/23/1995","77.6"
1995,4,24,"4/24/1995","73.4"
1995,4,25,"4/25/1995","71.3"
1995,4,26,"4/26/1995","70.2"
1995,4,27,"4/27/1995","69.1"
1995,4,28,"4/28/1995","68.6"
1995,4,29,"4/29/1995","69"
1995,4,30,"4/30/1995","68.2"
1995,5,1,"5/1/1995","69.7"
1995,5,2,"5/2/1995","69.9"
1995,5,3,"5/3/1995","70.2"
1995,5,4,"5/4/1995","71.8"
1995,5,5,"5/5/1995","74.2"
1995,5,6,"5/6/1995","77.8"
1995,5,7,"5/7/1995","79"
1995,5,8,"5/8/1995","79.4"
1995,5,9,"5/9/1995","79.2"
1995,5,10,"5/10/1995","79.3"
1995,5,11,"5/11/1995","78.4"
1995,5,12,"5/12/1995","82.4"
1995,5,13,"5/13/1995","82.2"
1995,5,14,"5/14/1995","81.6"
1995,5,15,"5/15/1995","87.8"
1995,5,16,"5/16/1995","95.9"
1995,5,17,"5/17/1995","97.3"
1995,5,18,"5/18/1995","93.4"
1995,5,19,"5/19/1995","88.3"
1995,5,20,"5/20/1995","82.8"
1995,5,21,"5/21/1995","77"
1995,5,22,"5/22/1995","72.6"
1995,5,23,"5/23/1995","70.4"
1995,5,24,"5/24/1995","68.8"
1995,5,25,"5/25/1995","68.9"
1995,5,26,"5/26/1995","68.1"
1995,5,27,"5/27/1995","67.5"
1995,5,28,"5/28/1995","68.4"
1995,5,29,"5/29/1995","68.7"
1995,5,30,"5/30/1995","69.4"
1995,5,31,"5/31/1995","70.9"
1995,6,1,"6/1/1995","72.5"
1995,6,2,"6/2/1995","75.4"
1995,6,3,"6/3/1995","76.8"
1995,6,4,"6/4/1995","81.4"
1995,6,5,"6/5/1995","84.2"
1995,6,6,"6/6/1995","81.8"
1995,6,7,"6/7/1995","85"
1995,6,8,"6/8/1995","86.8"
1995,6,9,"6/9/1995","89"
1995,6,10,"6/10/1995","87"
1995,6,11,"6/11/1995","85.1"
1995,6,12,"6/12/1995","83.3"
1995,6,13,"6/13/1995","79.2"
1995,6,14,"6/14/1995","78.1"
1995,6,15,"6/15/1995","75.6"
1995,6,16,"6/16/1995","73.1"
1995,6,17,"6/17/1995","72.1"
1995,6,18,"6/18/1995","71.8"
1995,6,19,"6/19/1995","73.7"
1995,6,20,"6/20/1995","74.2"
1995,6,21,"6/21/1995","74.7"
1995,6,22,"6/22/1995","75.5"
1995,6,23,"6/23/1995","74.3"
1995,6,24,"6/24/1995","73.4"
1995,6,25,"6/25/1995","73.2"
1995,6,26,"6/26/1995","73.2"
1995,6,27,"6/27/1995","74.7"
1995,6,28,"6/28/1995","77"
1995,6,29,"6/29/1995","80.1"
1995,6,30,"6/30/1995","80.8"
1995,7,1,"7/1/1995","81.5"
1995,7,2,"7/2/1995","80.3"
1995,7,3,"7/3/1995","80.7"
1995,7,4,"7/4/1995","83.5"
1995,7,5,"7/5/1995","82.9"
1995,7,6,"7/6/1995","83.6"
1995,7,7,"7/7/1995","83.3"
1995,7,8,"7/8/1995","84.2"
1995,7,9,"7/9/1995","82.9"
1995,7,10,"7/10/1995","79.9"
1995,7,11,"7/11/1995","78.6"
1995,7,12,"7/12/1995","76.7"
1995,7,13,"7/13/1995","74.9"
1995,7,14,"7/14/1995","76.8"
1995,7,15,"7/15/1995","76.8"
1995,7,16,"7/16/1995","75.9"
1995,7,17,"7/17/1995","74.7"
1995,7,18,"7/18/1995","74.4"
1995,7,19,"7/19/1995","72.8"
1995,7,20,"7/20/1995","72"
1995,7,21,"7/21/1995","70.8"
1995,7,22,"7/22/1995","71.1"
1995,7,23,"7/23/1995","70.7"
1995,7,24,"7/24/1995","71.5"
1995,7,25,"7/25/1995","72"
1995,7,26,"7/26/1995","71.6"
1995,7,27,"7/27/1995","72.7"
1995,7,28,"7/28/1995","72.6"
1995,7,29,"7/29/1995","72"
1995,7,30,"7/30/1995","71.9"
1995,7,31,"7/31/1995","72.9"
1995,8,1,"8/1/1995","74.8"
1995,8,2,"8/2/1995","75.7"
1995,8,3,"8/3/1995","75.5"
1995,8,4,"8/4/1995","75.1"
1995,8,5,"8/5/1995","77.2"
1995,8,6,"8/6/1995","77.3"
1995,8,7,"8/7/1995","75.8"
1995,8,8,"8/8/1995","75.6"
1995,8,9,"8/9/1995","75.5"
1995,8,10,"8/10/1995","75"
1995,8,11,"8/11/1995","74.9"
1995,8,12,"8/12/1995","73.8"
1995,8,13,"8/13/1995","72.7"
1995,8,14,"8/14/1995","71.9"
1995,8,15,"8/15/1995","73.2"
1995,8,16,"8/16/1995","72.3"
1995,8,17,"8/17/1995","71.5"
1995,8,18,"8/18/1995","73.6"
1995,8,19,"8/19/1995","73.4"
1995,8,20,"8/20/1995","73"
1995,8,21,"8/21/1995","72.7"
1995,8,22,"8/22/1995","71.9"
1995,8,23,"8/23/1995","75.9"
1995,8,24,"8/24/1995","78.8"
1995,8,25,"8/25/1995","78.8"
1995,8,26,"8/26/1995","78.9"
1995,8,27,"8/27/1995","81.6"
1995,8,28,"8/28/1995","83.2"
1995,8,29,"8/29/1995","79.7"
1995,8,30,"8/30/1995","78.9"
1995,8,31,"8/31/1995","77"
1995,9,1,"9/1/1995","75"
1995,9,2,"9/2/1995","74.6"
1995,9,3,"9/3/1995","74.9"
1995,9,4,"9/4/1995","75.6"
1995,9,5,"9/5/1995","75.9"
1995,9,6,"9/6/1995","73"
1995,9,7,"9/7/1995","71.2"
1995,9,8,"9/8/1995","70.1"
1995,9,9,"9/9/1995","69.7"
1995,9,10,"9/10/1995","68.9"
1995,9,11,"9/11/1995","68.9"
1995,9,12,"9/12/1995","69.5"
1995,9,13,"9/13/1995","70.1"
1995,9,14,"9/14/1995","70.3"
1995,9,15,"9/15/1995","70.9"
1995,9,16,"9/16/1995","70.4"
1995,9,17,"9/17/1995","70.5"
1995,9,18,"9/18/1995","72.3"
1995,9,19,"9/19/1995","74.3"
1995,9,20,"9/20/1995","76.2"
1995,9,21,"9/21/1995","74.5"
1995,9,22,"9/22/1995","75.1"
1995,9,23,"9/23/1995","75.5"
1995,9,24,"9/24/1995","74.2"
1995,9,25,"9/25/1995","74.5"
1995,9,26,"9/26/1995","73.9"
1995,9,27,"9/27/1995","72.6"
1995,9,28,"9/28/1995","73"
1995,9,29,"9/29/1995","74"
1995,9,30,"9/30/1995","73"
1995,10,1,"10/1/1995","72.8"
1995,10,2,"10/2/1995","72.7"
1995,10,3,"10/3/1995","71.1"
1995,10,4,"10/4/1995","70.8"
1995,10,5,"10/5/1995","69.8"
